candidate_type,candidate,domain,score,mentions,source_count,sample_sources
domain,pe.wordpress.org,pe.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-pr.wordpress.org,es-pr.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-uy.wordpress.org,es-uy.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,et.wordpress.org,et.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,eu.wordpress.org,eu.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fa.wordpress.org,fa.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fa-af.wordpress.org,fa-af.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fao.wordpress.org,fao.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fr-be.wordpress.org,fr-be.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fr-ca.wordpress.org,fr-ca.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,fy.wordpress.org,fy.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ga.wordpress.org,ga.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,gd.wordpress.org,gd.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,gl.wordpress.org,gl.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,gu.wordpress.org,gu.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,hau.wordpress.org,hau.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,he.wordpress.org,he.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,hi.wordpress.org,hi.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,hat.wordpress.org,hat.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,hy.wordpress.org,hy.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,id.wordpress.org,id.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ibo.wordpress.org,ibo.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,is.wordpress.org,is.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ja.wordpress.org,ja.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,jv.wordpress.org,jv.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ka.wordpress.org,ka.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,kk.wordpress.org,kk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,kal.wordpress.org,kal.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,km.wordpress.org,km.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
